ThrowID,X2,GameID,throw_team_score,def_team_score,Score,point_per_game,poss_per_point,score_on_poss,Direction,throw_per_game,throw_per_point,throw_per_poss,throw_team,Thrower,receiver,hand_rl,throw_type,throw_curve,Force,Stall,completion,bad_throw,GEO_Xstart,GEO_Ystart,GEO_Xend,GEO_Yend,RO_Xstart,RO_Ystart,RO_Xend,RO_Yend,Xdist,Ydist,Dist,pull,goal
5-191,1730,5,5,5,NA,11,1,1,1,191,12,12,TS,36,28,R,BH,F,F,3,1,0,-10.5,6.5,-12.5,12.5,-10.5,6.5,-12.5,12.5,-2,6,6.3,NA,0
5-192,1731,5,5,5,NA,11,1,1,1,192,13,13,TS,28,36,R,BH,F,NA,0,1,0,-12.5,12.5,-12.5,6.5,-12.5,12.5,-12.5,6.5,0,-6,6,NA,0
5-193,1732,5,5,5,NA,11,1,1,1,193,14,14,TS,36,28,R,F,F,F,1,1,0,-12.5,6.5,-9.5,-6.5,-12.5,6.5,-9.5,-6.5,3,-13,13.3,NA,0
5-194,1733,5,5,5,NA,11,1,1,1,194,15,15,TS,28,99,R,BH,F,B,1,1,0,-9.5,-6.5,0.5,6.5,-9.5,-6.5,0.5,6.5,10,13,16.4,NA,0
5-195,1734,5,5,5,NA,11,1,1,1,195,16,16,TS,99,28,L,F,OI,F,9,1,0,0.5,6.5,-8.5,11.5,0.5,6.5,-8.5,11.5,-9,5,10.3,NA,0
5-196,1735,5,5,5,NA,11,1,1,1,196,17,17,TS,28,1,R,F,F,F,6,1,0,-8.5,11.5,-13.5,-7.5,-8.5,11.5,-13.5,-7.5,-5,-19,19.6,NA,0
5-197,1736,5,5,5,NA,11,1,1,1,197,18,18,TS,1,28,R,BH,F,F,1,1,0,-13.5,-7.5,-4.5,-15.5,-13.5,-7.5,-4.5,-15.5,9,-8,12,NA,0
5-198,1737,5,5,5,NA,11,1,1,1,198,19,19,TS,28,27,R,F,F,F,2,1,0,-4.5,-15.5,15.5,-19.5,-4.5,-15.5,15.5,-19.5,20,-4,20.4,NA,0
5-199,1738,5,5,5,NA,11,1,1,1,199,20,20,TS,27,28,R,BH,F,F,4,1,0,15.5,-19.5,6.5,-6.5,15.5,-19.5,6.5,-6.5,-9,13,15.8,NA,0
5-200,1739,5,5,5,NA,11,1,1,1,200,21,21,TS,28,36,R,BH,F,NA,0,1,0,6.5,-6.5,13.5,15.5,6.5,-6.5,13.5,15.5,7,22,23.1,NA,0
5-201,1740,5,5,5,NA,11,1,1,1,201,22,22,TS,36,10,R,BH,OI,F,4,1,0,13.5,15.5,23.5,18.5,13.5,15.5,23.5,18.5,10,3,10.4,NA,0
5-202,1741,5,5,5,NA,11,1,1,1,202,23,23,TS,10,1,R,F,OI,F,3,1,0,23.5,18.5,13.5,-7.5,23.5,18.5,13.5,-7.5,-10,-26,27.9,NA,0
5-203,1742,5,5,5,NA,11,1,1,1,203,24,24,TS,1,36,R,BH,F,NA,0,1,0,13.5,-7.5,21.5,-15.5,13.5,-7.5,21.5,-15.5,8,-8,11.3,NA,0
5-204,1743,5,5,5,NA,11,1,1,1,204,25,25,TS,36,10,R,BH,F,F,6,1,0,21.5,-15.5,18.5,2.5,21.5,-15.5,18.5,2.5,-3,18,18.2,NA,0
5-205,1744,5,5,5,NA,11,1,1,1,205,26,26,TS,10,1,R,F,OI,F,3,1,0,18.5,2.5,32.5,11.5,18.5,2.5,32.5,11.5,14,9,16.6,NA,0
5-206,1745,5,6,5,NA,11,1,1,1,206,27,27,TS,1,90,R,BH,OI,F,1,1,0,32.5,11.5,51.5,17.5,32.5,11.5,51.5,17.5,19,6,19.9,NA,1
5-207,1747,5,5,6,NA,12,1,1,1,207,1,1,IS,0,3,R,BH,F,NA,0,1,0,-45.5,12.5,-34.5,-1.5,-45.5,12.5,-34.5,-1.5,11,-14,17.8,NA,0
5-208,1748,5,5,6,NA,12,1,1,1,208,2,2,IS,3,25,R,F,F,F,1,1,0,-34.5,-1.5,-26.5,-11.5,-34.5,-1.5,-26.5,-11.5,8,-10,12.8,NA,0
5-209,1749,5,5,6,NA,12,1,1,1,209,3,3,IS,25,3,R,BH,F,F,3,1,0,-26.5,-11.5,-30.5,-0.5,-26.5,-11.5,-30.5,-0.5,-4,11,11.7,NA,0
5-210,1750,5,5,6,NA,12,1,1,1,210,4,4,IS,3,0,R,BH,OI,F,7,1,0,-30.5,-0.5,-26.5,12.5,-30.5,-0.5,-26.5,12.5,4,13,13.6,NA,0
5-211,1751,5,5,6,NA,12,1,1,1,211,5,5,IS,0,3,R,BH,F,F,1,1,0,-26.5,12.5,-31.5,15.5,-26.5,12.5,-31.5,15.5,-5,3,5.8,NA,0
5-212,1752,5,5,6,NA,12,1,1,1,212,6,6,IS,3,4,R,BH,F,F,1,1,0,-31.5,15.5,-15.5,18.5,-31.5,15.5,-15.5,18.5,16,3,16.3,NA,0
5-213,1753,5,5,6,NA,12,1,1,1,213,7,7,IS,4,74,R,BH,F,F,4,1,0,-15.5,18.5,-0.5,18.5,-15.5,18.5,-0.5,18.5,15,0,15,NA,0
5-214,1754,5,5,6,NA,12,1,1,1,214,8,8,IS,74,0,R,F,F,F,3,1,0,-0.5,18.5,-8.5,-0.5,-0.5,18.5,-8.5,-0.5,-8,-19,20.6,NA,0
5-215,1755,5,5,6,NA,12,1,1,1,215,9,9,IS,0,8,R,F,F,F,1,1,0,-8.5,-0.5,-0.5,-17.5,-8.5,-0.5,-0.5,-17.5,8,-17,18.8,NA,0
5-216,1756,5,5,6,NA,12,1,1,1,216,10,10,IS,8,10,R,F,F,F,2,1,0,-0.5,-17.5,13.5,-13.5,-0.5,-17.5,13.5,-13.5,14,4,14.6,NA,0
5-217,1757,5,5,6,NA,12,1,1,1,217,11,11,IS,10,4,R,F,F,F,3,1,0,13.5,-13.5,32.5,-18.5,13.5,-13.5,32.5,-18.5,19,-5,19.6,NA,0
5-218,1758,5,6,6,NA,12,1,1,1,218,12,12,IS,4,3,R,F,F,F,2,1,0,32.5,-18.5,41.5,-19.5,32.5,-18.5,41.5,-19.5,9,-1,9.1,NA,1
5-219,1760,5,6,6,NA,13,1,0,1,219,1,1,TS,1,36,R,BH,F,NA,0,1,0,-48.5,1.5,-34.5,-0.5,-48.5,1.5,-34.5,-0.5,14,-2,14.1,NA,0
5-220,1761,5,6,6,NA,13,1,0,1,220,2,2,TS,36,99,R,BH,F,F,3,0,1,-34.5,-0.5,-23.5,12.5,-34.5,-0.5,-23.5,12.5,11,13,17,NA,0
5-221,1762,5,6,6,NA,13,2,1,-1,221,3,1,IS,12,33,R,BH,F,F,4,1,0,-22.5,19.5,-18.5,7.5,22.5,-19.5,18.5,-7.5,-4,12,12.6,NA,0
5-222,1763,5,6,6,NA,13,2,1,-1,222,4,2,IS,33,17,R,BH,F,F,1,1,0,-18.5,7.5,-22.5,-6.5,18.5,-7.5,22.5,6.5,4,14,14.6,NA,0
5-223,1764,5,7,6,NA,13,2,1,-1,223,5,3,IS,17,16,R,BH,F,F,1,1,0,-22.5,-6.5,-35.5,-18.5,22.5,6.5,35.5,18.5,13,12,17.7,NA,1
5-224,1766,5,7,6,NA,14,1,1,1,224,1,1,IS,3,0,R,BH,F,B,6,1,0,-20.5,0.5,-31.5,-0.5,-20.5,0.5,-31.5,-0.5,-11,-1,11,NA,0
5-225,1767,5,7,6,NA,14,1,1,1,225,2,2,IS,0,3,R,F,F,B,1,1,0,-31.5,-0.5,-31.5,-9.5,-31.5,-0.5,-31.5,-9.5,0,-9,9,NA,0
5-226,1768,5,7,6,NA,14,1,1,1,226,3,3,IS,3,0,R,BH,OI,B,4,1,0,-31.5,-9.5,-33.5,7.5,-31.5,-9.5,-33.5,7.5,-2,17,17.1,NA,0
5-227,1769,5,7,6,NA,14,1,1,1,227,4,4,IS,0,8,R,BH,F,B,6,1,0,-33.5,7.5,-27.5,16.5,-33.5,7.5,-27.5,16.5,6,9,10.8,NA,0
5-228,1770,5,7,6,NA,14,1,1,1,228,5,5,IS,8,74,R,BH,F,B,9,1,1,-27.5,16.5,24.5,13.5,-27.5,16.5,24.5,13.5,52,-3,52.1,NA,0
5-229,1771,5,7,6,NA,14,1,1,1,229,6,6,IS,74,3,R,BH,F,B,5,1,0,24.5,13.5,19.5,10.5,24.5,13.5,19.5,10.5,-5,-3,5.8,NA,0
5-230,1772,5,7,6,NA,14,1,1,1,230,7,7,IS,3,0,R,F,OI,B,9,1,0,19.5,10.5,27.5,-3.5,19.5,10.5,27.5,-3.5,8,-14,16.1,NA,0
5-231,1773,5,7,6,NA,14,1,1,1,231,8,8,IS,0,25,R,BH,F,B,2,1,0,27.5,-3.5,31.5,2.5,27.5,-3.5,31.5,2.5,4,6,7.2,NA,0
5-232,1774,5,7,6,NA,14,1,1,1,232,9,9,IS,25,3,R,BH,F,B,4,1,0,31.5,2.5,26.5,5.5,31.5,2.5,26.5,5.5,-5,3,5.8,NA,0
5-233,1775,5,7,6,NA,14,1,1,1,233,10,10,IS,3,25,R,BH,F,B,5,1,0,26.5,5.5,27.5,13.5,26.5,5.5,27.5,13.5,1,8,8.1,NA,0
5-234,1776,5,7,6,NA,14,1,1,1,234,11,11,IS,25,0,R,F,F,B,6,1,0,27.5,13.5,28.5,-12.5,27.5,13.5,28.5,-12.5,1,-26,26,NA,0
5-235,1777,5,7,6,NA,14,1,1,1,235,12,12,IS,0,25,R,BH,F,B,4,1,0,28.5,-12.5,23.5,-10.5,28.5,-12.5,23.5,-10.5,-5,2,5.4,NA,0
5-236,1778,5,7,6,NA,14,1,1,1,236,13,13,IS,25,0,R,BH,F,B,4,1,0,23.5,-10.5,19.5,1.5,23.5,-10.5,19.5,1.5,-4,12,12.6,NA,0
5-237,1779,5,7,6,NA,14,1,1,1,237,14,14,IS,0,25,R,BH,F,B,1,1,0,19.5,1.5,23.5,7.5,19.5,1.5,23.5,7.5,4,6,7.2,NA,0
5-238,1780,5,7,6,NA,14,1,1,1,238,15,15,IS,25,3,R,BH,F,B,5,1,0,23.5,7.5,22.5,14.5,23.5,7.5,22.5,14.5,-1,7,7.1,NA,0
5-239,1781,5,7,6,NA,14,1,1,1,239,16,16,IS,3,25,R,F,F,B,5,1,0,22.5,14.5,20.5,6.5,22.5,14.5,20.5,6.5,-2,-8,8.2,NA,0
5-240,1782,5,7,6,NA,14,1,1,1,240,17,17,IS,25,3,R,BH,F,B,1,1,0,20.5,6.5,19.5,12.5,20.5,6.5,19.5,12.5,-1,6,6.1,NA,0
5-241,1783,5,7,6,NA,14,1,1,1,241,18,18,IS,3,4,R,F,F,NA,0,1,0,19.5,12.5,27.5,0.5,19.5,12.5,27.5,0.5,8,-12,14.4,NA,0
5-242,1784,5,8,6,NA,14,1,1,1,242,19,19,IS,4,25,R,BH,F,B,2,1,0,27.5,0.5,37.5,9.5,27.5,0.5,37.5,9.5,10,9,13.5,NA,1
5-243,1786,5,6,8,NA,15,1,0,1,243,1,1,TS,1,36,R,BH,F,NA,0,1,0,-51.5,12.5,-40.5,-1.5,-51.5,12.5,-40.5,-1.5,11,-14,17.8,NA,0
5-244,1787,5,6,8,NA,15,1,0,1,244,2,2,TS,36,28,R,F,F,F,1,1,0,-40.5,-1.5,-33.5,-13.5,-40.5,-1.5,-33.5,-13.5,7,-12,13.9,NA,0
5-245,1788,5,6,8,NA,15,1,0,1,245,3,3,TS,28,1,R,BH,F,B,6,1,0,-33.5,-13.5,-38.5,1.5,-33.5,-13.5,-38.5,1.5,-5,15,15.8,NA,0
5-246,1789,5,6,8,NA,15,1,0,1,246,4,4,TS,1,99,R,F,F,F,1,0,1,-38.5,1.5,-22.5,-11.5,-38.5,1.5,-22.5,-11.5,16,-13,20.6,NA,0
5-247,1790,5,9,6,NA,15,2,1,-1,247,5,1,IS,12,16,R,F,OI,F,8,1,0,-22.5,-11.5,-54.5,-8.5,22.5,11.5,54.5,8.5,32,-3,32.1,NA,1
5-248,1792,5,6,9,NA,16,1,1,-1,248,1,1,TS,27,90,R,F,F,NA,0,1,0,39.5,-11.5,32.5,4.5,-39.5,11.5,-32.5,-4.5,7,-16,17.5,NA,0
5-249,1793,5,6,9,NA,16,1,1,-1,249,2,2,TS,90,17,R,BH,F,B,4,1,0,32.5,4.5,25.5,-5.5,-32.5,-4.5,-25.5,5.5,7,10,12.2,NA,0
5-250,1794,5,6,9,NA,16,1,1,-1,250,3,3,TS,17,10,R,F,F,F,3,1,0,25.5,-5.5,15.5,4.5,-25.5,5.5,-15.5,-4.5,10,-10,14.1,NA,0
5-251,1795,5,7,9,NA,16,1,1,-1,251,4,4,TS,10,28,R,BH,OI,B,1,1,0,15.5,4.5,-52.5,-10.5,-15.5,-4.5,52.5,10.5,68,15,69.6,NA,1
5-252,1797,5,9,7,NA,17,1,0,-1,252,1,1,IS,9,3,R,BH,F,NA,0,1,0,40.5,5.5,24.5,-0.5,-40.5,-5.5,-24.5,0.5,16,6,17.1,NA,0
5-253,1798,5,9,7,NA,17,1,0,-1,253,2,2,IS,3,25,R,F,F,F,3,1,0,24.5,-0.5,7.5,7.5,-24.5,0.5,-7.5,-7.5,17,-8,18.8,NA,0
5-254,1799,5,9,7,NA,17,1,0,-1,254,3,3,IS,25,10,R,F,F,F,3,1,0,7.5,7.5,-3.5,17.5,-7.5,-7.5,3.5,-17.5,11,-10,14.9,NA,0
5-255,1800,5,9,7,NA,17,1,0,-1,255,4,4,IS,10,74,R,F,F,F,3,1,0,-3.5,17.5,-14.5,17.5,3.5,-17.5,14.5,-17.5,11,0,11,NA,0
5-256,1801,5,9,7,NA,17,1,0,-1,256,5,5,IS,74,3,R,BH,F,F,5,1,0,-14.5,17.5,-8.5,2.5,14.5,-17.5,8.5,-2.5,-6,15,16.2,NA,0
5-257,1802,5,9,7,NA,17,1,0,-1,257,6,6,IS,3,25,R,F,F,F,3,1,0,-8.5,2.5,-20.5,14.5,8.5,-2.5,20.5,-14.5,12,-12,17,NA,0
5-258,1803,5,9,7,NA,17,1,0,-1,258,7,7,IS,25,8,R,F,F,F,4,1,0,-20.5,14.5,-27.5,18.5,20.5,-14.5,27.5,-18.5,7,-4,8.1,NA,0
5-259,1804,5,9,7,NA,17,1,0,-1,259,8,8,IS,8,25,R,BH,F,F,5,1,0,-27.5,18.5,-22.5,-9.5,27.5,-18.5,22.5,9.5,-5,28,28.4,NA,0
5-260,1805,5,9,7,NA,17,1,0,-1,260,9,9,IS,25,8,R,F,F,F,6,1,0,-22.5,-9.5,-20.5,-1.5,22.5,9.5,20.5,1.5,-2,-8,8.2,NA,0
5-261,1806,5,9,7,NA,17,1,0,-1,261,10,10,IS,8,25,R,BH,F,F,4,0,1,-20.5,-1.5,-19.5,3.5,20.5,1.5,19.5,-3.5,-1,-5,5.1,NA,0
5-262,1807,5,7,9,NA,17,2,1,1,262,11,1,TS,63,5,R,F,F,F,3,1,0,-21.5,-1.5,-12.5,-13.5,-21.5,-1.5,-12.5,-13.5,9,-12,15,NA,0
5-263,1808,5,7,9,NA,17,2,1,1,263,12,2,TS,5,63,R,BH,F,F,8,1,0,-12.5,-13.5,-19.5,2.5,-12.5,-13.5,-19.5,2.5,-7,16,17.5,NA,0
5-264,1809,5,7,9,NA,17,2,1,1,264,13,3,TS,63,4,R,F,F,F,4,1,0,-19.5,2.5,-11.5,-7.5,-19.5,2.5,-11.5,-7.5,8,-10,12.8,NA,0
5-265,1810,5,7,9,NA,17,2,1,1,265,14,4,TS,4,33,R,F,F,F,1,1,0,-11.5,-7.5,0.5,-17.5,-11.5,-7.5,0.5,-17.5,12,-10,15.6,NA,0
5-266,1811,5,7,9,NA,17,2,1,1,266,15,5,TS,33,15,R,BH,F,F,2,1,0,0.5,-17.5,12.5,-3.5,0.5,-17.5,12.5,-3.5,12,14,18.4,NA,0
5-267,1812,5,7,9,NA,17,2,1,1,267,16,6,TS,15,22,R,BH,F,F,1,1,0,12.5,-3.5,27.5,15.5,12.5,-3.5,27.5,15.5,15,19,24.2,NA,0
5-268,1813,5,8,9,NA,17,2,1,1,268,17,7,TS,22,5,R,BH,F,NA,0,1,0,27.5,15.5,37.5,18.5,27.5,15.5,37.5,18.5,10,3,10.4,NA,1
5-269,1815,5,9,8,NA,18,1,1,1,269,1,1,IS,0,25,R,BH,F,NA,0,1,0,-54.5,-4.5,-35.5,0.5,-54.5,-4.5,-35.5,0.5,19,5,19.6,NA,0
5-270,1816,5,9,8,NA,18,1,1,1,270,2,2,IS,25,3,R,F,F,B,1,1,0,-35.5,0.5,-33.5,-13.5,-35.5,0.5,-33.5,-13.5,2,-14,14.1,NA,0
5-271,1817,5,9,8,NA,18,1,1,1,271,3,3,IS,3,16,R,H,NA,B,2,1,0,-33.5,-13.5,23.5,-3.5,-33.5,-13.5,23.5,-3.5,57,10,57.9,NA,0
5-272,1818,5,9,8,NA,18,1,1,1,272,4,4,IS,16,8,R,BH,F,B,5,1,0,23.5,-3.5,19.5,10.5,23.5,-3.5,19.5,10.5,-4,14,14.6,NA,0
5-273,1819,5,9,8,NA,18,1,1,1,273,5,5,IS,8,16,R,BH,IO,B,4,1,0,19.5,10.5,35.5,-4.5,19.5,10.5,35.5,-4.5,16,-15,21.9,NA,0
5-274,1820,5,9,8,NA,18,1,1,1,274,6,6,IS,16,3,R,P,F,B,3,1,0,35.5,-4.5,30.5,-11.5,35.5,-4.5,30.5,-11.5,-5,-7,8.6,NA,0
5-275,1821,5,10,8,NA,18,1,1,1,275,7,7,IS,3,0,R,BH,F,B,3,1,0,30.5,-11.5,36.5,-8.5,30.5,-11.5,36.5,-8.5,6,3,6.7,NA,1
5-276,1823,5,8,10,NA,19,1,1,1,276,1,1,TS,26,36,R,BH,F,NA,0,1,0,-45.5,5.5,-36.5,-2.5,-45.5,5.5,-36.5,-2.5,9,-8,12,NA,0
5-277,1824,5,8,10,NA,19,1,1,1,277,2,2,TS,36,90,R,F,IO,F,3,1,0,-36.5,-2.5,-19.5,-0.5,-36.5,-2.5,-19.5,-0.5,17,2,17.1,NA,0
5-278,1825,5,8,10,NA,19,1,1,1,278,3,3,TS,90,10,R,BH,F,NA,0,1,0,-19.5,-0.5,-12.5,6.5,-19.5,-0.5,-12.5,6.5,7,7,9.9,NA,0
5-279,1826,5,8,10,NA,19,1,1,1,279,4,4,TS,10,99,R,F,OI,F,2,1,0,-12.5,6.5,2.5,-0.5,-12.5,6.5,2.5,-0.5,15,-7,16.6,NA,0
5-280,1827,5,8,10,NA,19,1,1,1,280,5,5,TS,99,28,L,BH,F,NA,0,1,0,2.5,-0.5,32.5,2.5,2.5,-0.5,32.5,2.5,30,3,30.1,NA,0
5-281,1828,5,9,10,NA,19,1,1,1,281,6,6,TS,28,17,R,BH,F,NA,0,1,0,32.5,2.5,38.5,11.5,32.5,2.5,38.5,11.5,6,9,10.8,NA,1
5-282,1830,5,10,9,NA,20,1,1,1,282,1,1,IS,9,3,R,BH,F,NA,0,1,0,-53.5,0.5,-36.5,2.5,-53.5,0.5,-36.5,2.5,17,2,17.1,NA,0
5-283,1831,5,10,9,NA,20,1,1,1,283,2,2,IS,3,9,R,F,F,F,3,1,0,-36.5,2.5,-35.5,-8.5,-36.5,2.5,-35.5,-8.5,1,-11,11,NA,0
5-284,1832,5,10,9,NA,20,1,1,1,284,3,3,IS,9,25,R,H,NA,FL,1,1,1,-35.5,-8.5,-25.5,14.5,-35.5,-8.5,-25.5,14.5,10,23,25.1,NA,0
5-285,1833,5,10,9,NA,20,1,1,1,285,4,4,IS,25,3,R,F,F,FL,2,1,0,-25.5,14.5,-31.5,7.5,-25.5,14.5,-31.5,7.5,-6,-7,9.2,NA,0
5-286,1834,5,10,9,NA,20,1,1,1,286,5,5,IS,3,9,R,F,F,FL,2,1,0,-31.5,7.5,-31.5,-7.5,-31.5,7.5,-31.5,-7.5,0,-15,15,NA,0
5-287,1835,5,10,9,NA,20,1,1,1,287,6,6,IS,9,74,R,F,F,FL,1,1,0,-31.5,-7.5,-24.5,-17.5,-31.5,-7.5,-24.5,-17.5,7,-10,12.2,NA,0
5-288,1836,5,10,9,NA,20,1,1,1,288,7,7,IS,74,8,R,F,F,F,1,1,0,-24.5,-17.5,-9.5,-18.5,-24.5,-17.5,-9.5,-18.5,15,-1,15,NA,0
5-289,1837,5,10,9,NA,20,1,1,1,289,8,8,IS,8,4,R,BH,F,FL,1,1,0,-9.5,-18.5,-4.5,-12.5,-9.5,-18.5,-4.5,-12.5,5,6,7.8,NA,0
5-290,1838,5,10,9,NA,20,1,1,1,290,9,9,IS,4,3,R,F,F,F,3,1,0,-4.5,-12.5,12.5,-19.5,-4.5,-12.5,12.5,-19.5,17,-7,18.4,NA,0
5-291,1839,5,10,9,NA,20,1,1,1,291,10,10,IS,3,25,R,F,F,F,4,1,0,12.5,-19.5,26.5,-19.5,12.5,-19.5,26.5,-19.5,14,0,14,NA,0
5-292,1840,5,11,9,NA,20,1,1,1,292,11,11,IS,25,8,R,F,F,F,1,1,0,26.5,-19.5,38.5,-16.5,26.5,-19.5,38.5,-16.5,12,3,12.4,NA,1
5-293,1842,5,9,11,NA,21,1,1,1,293,1,1,TS,1,36,R,BH,F,NA,0,1,0,-45.5,6.5,-31.5,-4.5,-45.5,6.5,-31.5,-4.5,14,-11,17.8,NA,0
5-294,1843,5,9,11,NA,21,1,1,1,294,2,2,TS,36,28,R,F,F,F,2,1,0,-31.5,-4.5,-25.5,-11.5,-31.5,-4.5,-25.5,-11.5,6,-7,9.2,NA,0
5-295,1844,5,9,11,NA,21,1,1,1,295,3,3,TS,28,99,R,BH,IO,B,3,1,0,-25.5,-11.5,-15.5,-13.5,-25.5,-11.5,-15.5,-13.5,10,-2,10.2,NA,0
5-296,1845,5,9,11,NA,21,1,1,1,296,4,4,TS,99,27,L,F,F,B,5,1,0,-15.5,-13.5,-20.5,4.5,-15.5,-13.5,-20.5,4.5,-5,18,18.7,NA,0
5-297,1846,5,9,11,NA,21,1,1,1,297,5,5,TS,27,28,R,BH,F,F,1,1,0,-20.5,4.5,-12.5,16.5,-20.5,4.5,-12.5,16.5,8,12,14.4,NA,0
5-298,1847,5,9,11,NA,21,1,1,1,298,6,6,TS,28,36,R,F,F,F,3,1,0,-12.5,16.5,11.5,15.5,-12.5,16.5,11.5,15.5,24,-1,24,NA,0
5-299,1848,5,9,11,NA,21,1,1,1,299,7,7,TS,36,27,R,BH,IO,F,7,1,0,11.5,15.5,2.5,10.5,11.5,15.5,2.5,10.5,-9,-5,10.3,NA,0
5-300,1849,5,9,11,NA,21,1,1,1,300,8,8,TS,27,10,R,F,F,F,2,1,0,2.5,10.5,1.5,-4.5,2.5,10.5,1.5,-4.5,-1,-15,15,NA,0
5-301,1850,5,9,11,NA,21,1,1,1,301,9,9,TS,10,99,R,F,OI,F,1,1,0,1.5,-4.5,15.5,-18.5,1.5,-4.5,15.5,-18.5,14,-14,19.8,NA,0
5-302,1851,5,9,11,NA,21,1,1,1,302,10,10,TS,99,10,L,F,OI,F,5,1,0,15.5,-18.5,6.5,-2.5,15.5,-18.5,6.5,-2.5,-9,16,18.4,NA,0
5-303,1852,5,9,11,NA,21,1,1,1,303,11,11,TS,10,36,R,BH,F,F,1,1,0,6.5,-2.5,8.5,8.5,6.5,-2.5,8.5,8.5,2,11,11.2,NA,0
5-304,1853,5,9,11,NA,21,1,1,1,304,12,12,TS,36,28,R,F,F,F,3,1,0,8.5,8.5,16.5,-7.5,8.5,8.5,16.5,-7.5,8,-16,17.9,NA,0
5-305,1854,5,9,11,NA,21,1,1,1,305,13,13,TS,28,99,R,F,F,F,3,1,0,16.5,-7.5,23.5,-18.5,16.5,-7.5,23.5,-18.5,7,-11,13,NA,0
5-306,1855,5,9,11,NA,21,1,1,1,306,14,14,TS,99,28,L,BH,OI,F,1,1,0,23.5,-18.5,33.5,-18.5,23.5,-18.5,33.5,-18.5,10,0,10,NA,0
5-307,1856,5,9,11,NA,21,1,1,1,307,15,15,TS,28,99,R,BH,F,F,7,1,0,33.5,-18.5,28.5,-13.5,33.5,-18.5,28.5,-13.5,-5,5,7.1,NA,0
5-308,1857,5,9,11,NA,21,1,1,1,308,16,16,TS,99,90,L,BH,F,F,7,1,0,28.5,-13.5,31.5,-18.5,28.5,-13.5,31.5,-18.5,3,-5,5.8,NA,0
5-309,1858,5,9,11,NA,21,1,1,1,309,17,17,TS,90,28,R,BH,OI,F,1,1,0,31.5,-18.5,22.5,-1.5,31.5,-18.5,22.5,-1.5,-9,17,19.2,NA,0
5-310,1859,5,9,11,NA,21,1,1,1,310,18,18,TS,28,27,R,F,OI,F,1,1,0,22.5,-1.5,34.5,8.5,22.5,-1.5,34.5,8.5,12,10,15.6,NA,0
5-311,1860,5,9,11,NA,21,1,1,1,311,19,19,TS,27,36,R,BH,F,F,3,1,0,34.5,8.5,26.5,6.5,34.5,8.5,26.5,6.5,-8,-2,8.2,NA,0
5-312,1861,5,9,11,NA,21,1,1,1,312,20,20,TS,36,10,R,BH,F,F,9,1,0,26.5,6.5,19.5,5.5,26.5,6.5,19.5,5.5,-7,-1,7.1,NA,0
5-313,1862,5,9,11,NA,21,1,1,1,313,21,21,TS,10,1,R,BH,F,F,1,1,0,19.5,5.5,27.5,17.5,19.5,5.5,27.5,17.5,8,12,14.4,NA,0
5-314,1863,5,10,11,NA,21,1,1,1,314,22,22,TS,1,99,R,BH,OI,F,1,1,0,27.5,17.5,47.5,18.5,27.5,17.5,47.5,18.5,20,1,20,NA,1
5-315,1865,5,11,10,NA,22,1,1,1,315,1,1,IS,0,3,R,BH,F,NA,0,1,0,-55.5,15.5,-38.5,5.5,-55.5,15.5,-38.5,5.5,17,-10,19.7,NA,0
5-316,1866,5,11,10,NA,22,1,1,1,316,2,2,IS,3,4,R,F,F,FL,4,1,0,-38.5,5.5,-26.5,-0.5,-38.5,5.5,-26.5,-0.5,12,-6,13.4,NA,0
5-317,1867,5,12,10,10-Dec,22,1,1,1,317,3,3,IS,4,25,R,BH,OI,B,2,1,0,-26.5,-0.5,48.5,-2.5,-26.5,-0.5,48.5,-2.5,75,-2,75,NA,1
1-Jun,1870,6,0,0,NA,1,1,1,1,1,1,1,TS,27,99,R,BH,F,NA,0,1,0,-43.5,6.5,-29.5,8.5,-43.5,6.5,-29.5,8.5,14,2,14.1,NA,0
2-Jun,1871,6,0,0,NA,1,1,1,1,2,2,2,TS,99,28,L,F,OI,B,2,1,0,-29.5,8.5,-17.5,18.5,-29.5,8.5,-17.5,18.5,12,10,15.6,NA,0
3-Jun,1872,6,0,0,NA,1,1,1,1,3,3,3,TS,28,10,R,BH,F,B,3,1,0,-17.5,18.5,-7.5,13.5,-17.5,18.5,-7.5,13.5,10,-5,11.2,NA,0
4-Jun,1873,6,0,0,NA,1,1,1,1,4,4,4,TS,10,36,R,BH,F,B,3,1,0,-7.5,13.5,2.5,19.5,-7.5,13.5,2.5,19.5,10,6,11.7,NA,0
5-Jun,1874,6,0,0,NA,1,1,1,1,5,5,5,TS,36,45,R,BH,F,B,4,1,0,2.5,19.5,15.5,18.5,2.5,19.5,15.5,18.5,13,-1,13,NA,0
6-Jun,1875,6,0,0,NA,1,1,1,1,6,6,6,TS,45,99,R,F,OI,B,4,1,0,15.5,18.5,5.5,13.5,15.5,18.5,5.5,13.5,-10,-5,11.2,NA,0
7-Jun,1876,6,0,0,NA,1,1,1,1,7,7,7,TS,99,27,L,F,OI,B,1,1,0,5.5,13.5,10.5,-1.5,5.5,13.5,10.5,-1.5,5,-15,15.8,NA,0
8-Jun,1877,6,0,0,NA,1,1,1,1,8,8,8,TS,27,99,R,BH,F,B,4,1,0,10.5,-1.5,20.5,2.5,10.5,-1.5,20.5,2.5,10,4,10.8,NA,0
