,Xdist,Ydist,backhand,forehand,hammer,completion
1973,0.0,-8.0,1,0,0,1.0
1974,10.0,-17.0,0,1,0,1.0
1975,12.0,0.0,0,1,0,1.0
1976,-3.0,12.0,1,0,0,1.0
1977,3.0,14.0,0,1,0,1.0
1978,-9.0,-6.0,0,1,0,1.0
1979,-6.0,-4.0,1,0,0,1.0
1980,6.0,-8.0,0,1,0,1.0
1981,30.0,12.0,0,0,1,1.0
1982,23.0,-6.0,1,0,0,1.0
1983,6.0,2.0,1,0,0,1.0
1984,6.0,7.0,1,0,0,1.0
1985,-8.0,-8.0,1,0,0,1.0
1986,13.0,-1.0,1,0,0,1.0
1987,1.0,-11.0,0,1,0,1.0
1988,61.0,10.0,1,0,0,1.0
1989,15.0,3.0,1,0,0,1.0
1990,1.0,10.0,0,1,0,1.0
1991,14.0,-13.0,0,1,0,1.0
1992,14.0,-12.0,0,1,0,1.0
1993,-9.0,4.0,1,0,0,1.0
1994,10.0,-1.0,1,0,0,1.0
1995,-6.0,2.0,1,0,0,1.0
1996,9.0,-8.0,0,1,0,1.0
1997,58.0,9.0,0,1,0,0.0
1998,1.0,-12.0,0,1,0,1.0
1999,64.0,-6.0,0,1,0,1.0
2000,-4.0,11.0,1,0,0,1.0
2001,6.0,-13.0,1,0,0,1.0
2002,-4.0,6.0,1,0,0,1.0
2003,9.0,21.0,1,0,0,1.0
2004,3.0,13.0,1,0,0,1.0
2005,11.0,-12.0,0,1,0,1.0
2006,56.0,13.0,0,1,0,1.0
2007,-7.0,3.0,1,0,0,1.0
2008,9.0,-5.0,1,0,0,1.0
2009,9.0,-1.0,1,0,0,1.0
2010,-8.0,-5.0,0,1,0,1.0
2011,2.0,-16.0,0,1,0,1.0
2012,20.0,-13.0,1,0,0,1.0
2013,47.0,8.0,0,1,0,1.0
2014,6.0,8.0,1,0,0,1.0
2015,-1.0,-8.0,1,0,0,1.0
2016,-4.0,-13.0,1,0,0,1.0
2017,3.0,15.0,1,0,0,1.0
2018,4.0,-12.0,0,1,0,1.0
2019,6.0,-11.0,0,1,0,1.0
2020,-6.0,10.0,1,0,0,1.0
2021,18.0,-11.0,0,1,0,1.0
2022,-7.0,9.0,0,1,0,1.0
2023,3.0,15.0,0,1,0,1.0
2024,4.0,9.0,1,0,0,1.0
2025,44.0,-15.0,0,1,0,1.0
2026,14.0,10.0,1,0,0,1.0
2027,9.0,4.0,1,0,0,1.0
2028,-6.0,-36.0,0,1,0,1.0
2029,19.0,-1.0,1,0,0,1.0
2030,11.0,8.0,1,0,0,1.0
2031,-6.0,5.0,1,0,0,1.0
2032,0.0,14.0,1,0,0,1.0
2033,10.0,11.0,1,0,0,1.0
2034,4.0,-30.0,0,1,0,1.0
2035,9.0,4.0,1,0,0,1.0
2036,4.0,-4.0,1,0,0,1.0
2037,7.0,-4.0,1,0,0,1.0
2038,73.0,-13.0,1,0,0,0.0
2039,-1.0,-13.0,1,0,0,1.0
2040,0.0,-14.0,0,1,0,1.0
2041,-2.0,10.0,1,0,0,1.0
2042,3.0,13.0,1,0,0,1.0
2043,-6.0,-20.0,0,1,0,1.0
2044,19.0,-11.0,0,1,0,1.0
2045,-5.0,15.0,1,0,0,1.0
2046,13.0,6.0,0,1,0,1.0
2047,0.0,8.0,1,0,0,1.0
2048,-6.0,-6.0,0,1,0,1.0
2049,5.0,-15.0,0,1,0,1.0
2050,8.0,-9.0,0,1,0,1.0
2051,53.0,16.0,0,1,0,1.0
